question,answer
"Question: 低血糖经处理后患者血糖升至8.9mmol/L,但半小时后神志仍不恢复,此时应采取的
措施为
Option A: 做头颅CT检查
Option B: 再度静脉推注50??萄糖液60￣100ml
Option C: 胰高血糖素1mg皮下或肌内注射
Option D: 20??露醇200ml 脱水治疗
Option E: 持续静脉滴注5?0??萄糖液直至患者清醒",D：20??露醇200ml 脱水治疗
"Question: 新诊断为糖尿病的患者在用胰岛素治疗后第7天,血糖下降至正常,但突然视物模糊,
最可能的原因是
Option A: 已有白内障
Option B: 晶状体渗透压改变
Option C: 视网膜微血管病变
Option D: 合并青光眼
Option E: 玻璃体积血",B：晶状体渗透压改变
"Question: 格列本脲的作用机制是
Option A: 加速无氧糖酵解
Option B: 抑制胰岛γ细胞分泌胰高血糖素
Option C: 促进肌肉外周组织摄取葡萄糖
Option D: 抑制或延缓葡萄糖在胃肠道吸收
Option E: 刺激胰岛 B细胞分泌胰岛素而发挥作用",E：刺激胰岛 B细胞分泌胰岛素而发挥作用
"Question: 尿糖检测的临床意义是
Option A: 尿糖阳性是诊断糖尿病的重要线索,但是尿糖阳性不一定就是糖尿病
Option B: 根据24小时尿糖的变化,可以判断1天内血糖总的控制水平
Option C: 并发肾小球硬化时,肾糖阈可升高,肾小管损伤为主时或妊娠时肾糖阈降低
Option D: 尿糖阳性但随机血糖正常的人,应该检测糖化血红蛋白和 OGTT
Option E: 以上都对",E：以上都对
"Question: 糖尿病周围神经病变的晚期表现为
Option A: 肌力减弱
Option B: 肢体麻木
Option C: 痛觉过敏
Option D: 肢体烧灼感
Option E: 腱反射亢进",A：肌力减弱
"Question: 诊断糖尿病的唯一手段是
Option A: 全血血糖测定
Option B: 血浆或血清葡萄糖测定
Option C: 糖化血红蛋白测定
Option D: 用药后测血糖
Option E: 24 小时尿糖定量测定",B：血浆或血清葡萄糖测定
"Question: 有关糖尿病的治疗,下列叙述正确的是
Option A: 饮食治疗强调控制主食量是最重要的
Option B: 磺脲类降糖药不适用于1型糖尿病(T1DM)患者
Option C: 任何患者使用胰岛素都能获得良好的降糖效果
Option D: 2 型糖尿病 T2DM患者一经发现应立即使用口服降糖药
Option E: 2 型糖尿病患者一经发现应立即使用胰岛素",B：磺脲类降糖药不适用于1型糖尿病(T1DM)患者
"Question: 抢救糖尿病酮症酸中毒的主要措施是
Option A: 抗生素
Option B: 纠正电解质紊乱
Option C: 补液+胰岛素
Option D: 补液
Option E: 吸氧等对症处理",C：补液+胰岛素
"Question: 下列降糖药中,不能刺激胰岛B细胞分泌增加的是
Option A: 甲苯磺丁脲
Option B: 格列喹酮
Option C: 格列本脲
Option D: 消渴丸
Option E: α-糖苷酶抑制药",E：α-糖苷酶抑制药
"Question: 糖尿病酮症酸中毒主要是由于
Option A: 呕吐、食欲缺乏引起失水
Option B: 肾功能衰竭,少尿
Option C: 电解质紊乱,钾离子浓度上升
Option D: 大量脂肪酸经肝氧化产生酮体过多
Option E: 蛋白质分解加速产生大量的酸性代谢物",D：大量脂肪酸经肝氧化产生酮体过多
"Question: 磺脲类口服降糖药的主要作用原理是
Option A: 加强周围组织对葡萄糖的利用
Option B: 抑制肝糖原的异生
Option C: 抑制胰高血糖素的分泌
Option D: 抑制葡萄糖自肠道吸收
Option E: 刺激胰岛 B细胞分泌胰岛素而发挥作用",E：刺激胰岛 B细胞分泌胰岛素而发挥作用
"Question: 引起糖尿病代谢紊乱的主要原因是
Option A: 拮抗胰岛素的激素增多
Option B: 胰岛素受体数目减少、亲和力降低
Option C: 葡萄糖耐量降低
Option D: 高胰岛素血症和胰岛素抵抗
Option E: 胰岛素生物活性或效应绝对或相对不足",E：胰岛素生物活性或效应绝对或相对不足
"Question: 符合糖尿病酮症酸中毒的实验室检查结果是
Option A: 血钾不变
Option B: 二氧化碳结合力下降
Option C: 血钠升高
Option D: 血白细胞计数下降
Option E: 血尿素氮降低",B：二氧化碳结合力下降
"Question: 药物减重的目标不包括
Option A: 使体重恢复正常范围
Option B: 使原体重减轻5?0%
Option C: 最好能逐步接近理想体重
Option D: 减重后维持体重不再反弹和增加
Option E: 使降血压、降血糖、调节血脂药物能更好地发挥作用",A：使体重恢复正常范围
"Question: 2型糖尿病控制不良的患者常存在脂代谢紊乱,以下脂代谢紊乱中,最常见的是
Option A: 胆固醇升高为主
Option B: HDL降低为主
Option C: Ⅱ型高脂蛋白血症
Option D: IV型高脂蛋白血症
Option E: 甘油三酯增高为主",E：甘油三酯增高为主
"Question: T1DM根据其发病机制和临床特征的差异,可分为
Option A: 自身免疫性和特发性
Option B: 青少年发病的成年型糖尿病1型(MODY1)和 MODY2
Option C: MODY 和线粒体 DNA
Option D: IGT和空腹受损(IFG)
Option E: MODY 和妊娠糖尿病(GDM)",A：自身免疫性和特发性
"Question: 双胍类降血糖药物的降糖作用机制为
Option A: 抑制小肠上皮细胞表面的α-葡萄糖苷酶,从而延缓糖类的吸收
Option B: 刺激胰岛B细胞分泌胰岛素发挥作用
Option C: 快速促进胰岛素分泌,降低糖化血红蛋白和餐后血糖
Option D: 加强胰岛素作用,减轻胰岛素抵抗
Option E: 增加组织对胰岛素的敏感性,加强组织对葡萄糖的利用,抑制肠道对葡萄糖等营养","E：增加组织对胰岛素的敏感性,加强组织对葡萄糖的利用,抑制肠道对葡萄糖等营养"
"Question: 下列关于血脂的说法,不正确的是
Option A: 脂质不溶或微溶于水
Option B: 血脂的主要成分是胆固醇、甘油三酯与脂肪酸
Option C: 在血浆中,脂质与蛋白质结合存在
Option D: 高脂血症实际上指高脂蛋白血症
Option E: 血脂异常指血脂含量、血脂组分的比例和质的异常",B：血脂的主要成分是胆固醇、甘油三酯与脂肪酸
"Question: 对酮症酸中毒表现不明显的糖尿病患者,下列治疗措施正确的是
Option A: 仅需要给小量胰岛素皮下注射
Option B: 补给足量液体
Option C: 仅需要给足量胰岛素及补充液体
Option D: 不需要紧急处理
Option E: 需要大量胰岛素治疗",C：仅需要给足量胰岛素及补充液体
"Question: 不符合双胍类药物降血糖机制的是
Option A: 外周组织加速无氧糖酵解
Option B: 抑制肝糖原异生
Option C: 促进外周组织摄取葡萄糖
Option D: 刺激胰岛 B细胞释放胰岛素
Option E: 抑制或延缓葡萄糖在胃肠道吸收",D：刺激胰岛 B细胞释放胰岛素
"Question: 下列关于糖耐量减低的描述,正确的是
Option A: IGT 是糖尿病的一个亚型
Option B: IGT 的诊断应根据3个月内2 次 OGTT结果的平均值来判断
Option C: IGT与胰岛素分泌缺陷有关,是糖尿病的必经过程
Option D: IGT 的及早检出有利于糖尿病的治疗
Option E: IGT是指空腹血糖在6.1￣6.9mmol/L,而餐后2小时血糖在7.8￣11.1mmol/L",B：IGT 的诊断应根据3个月内2 次 OGTT结果的平均值来判断
"Question: 糖尿病酮症酸中毒的首选药物治疗方法是
Option A: 注射胰岛素+口服降糖药
Option B: 口服降糖药
Option C: 注射普通胰岛素
Option D: 注射精蛋白锌胰岛素
Option E: 注射珠蛋白胰岛素",C：注射普通胰岛素
"Question: 酮体包括的物质有
Option A: 丙酮
Option B: 丙酮、β-羟丁酸
Option C: β-羟丁酸
Option D: 丙酮、β-羟丁酸、乙酰乙酸
Option E: 乙酰乙酸",D：丙酮、β-羟丁酸、乙酰乙酸
"Question: 空腹静脉血浆葡萄糖正常值,目前采用的标准为
Option A: <6.1mmol/L
Option B: ≤6.5mmol/L
Option C: <7.0mmol/L
Option D: <7.8mmol/I
Option E: <11.1mmol/L",A：<6.1mmol/L
"Question: 下列关于α-葡萄糖苷酶抑制药的叙述,正确的是
Option A: 阻止碳水化合物在肠道的吸收
Option B: 最常见的不良反应是乳酸性酸中毒
Option C: 可用于胃溃疡患者
Option D: 饮食中如无碳水化合物,不能发挥降糖作用
Option E: 与其他降糖药物合用发生低血糖时可立即食用淀粉类食物","D：饮食中如无碳水化合物,不能发挥降糖作用"
"Question: 胰岛素缺乏时,生物代谢过程的多种酶类活性下降,此时没有下降反而升高的酶是
Option A: 糖原合成酶
Option B: 己糖激酶
Option C: 丙酮酸羧基酶
Option D: 1,6-二磷酸果糖激酶
Option E: 丙酮酸脱氢酶",C：丙酮酸羧基酶
"Question: 下列有关Lp(a)的叙述,不正确的是
Option A: 电泳后位于前β区
Option B: 密度小于LDL
Option C: 密度大于 LDL
Option D: 是心血管疾病的危险因素
Option E: 与遗传有关",B：密度小于LDL
"Question: 应用胰岛素治疗糖尿病,下列治疗方法不正确的是
Option A: 以饮食疗法为基本措施
Option B: 从小剂量开始,以避免苏木杰现象
Option C: 不稳定型,可加用双胍类药
Option D: 酮症酸中毒时首选普通胰岛素
Option E: 高渗性昏迷宜选用精蛋白锌胰岛素",E：高渗性昏迷宜选用精蛋白锌胰岛素
"Question: 低密度脂蛋白的英文缩写是
Option A: VLDL
Option B: TG
Option C: CM
Option D: HLD
Option E: LDL",E：LDL
"Question: 血浆各种脂蛋白中,按所含胆固醇及其酯的量从多到少的排列顺序是
Option A: CM、VLDL、LDL、高密度脂蛋白(HDL)
Option B: HDL、LDL、VLDL、CM
Option C: LDL、HDL、VLDL、CM
Option D: VLDL、LDL、HDL、CM
Option E: LDL、VLDL、HDL、CM",C：LDL、HDL、VLDL、CM
"Question: 下列不宜选用胰岛素治疗的情况为
Option A: 严重肝、肾功能不全
Option B: 极度消瘦
Option C: 合并心肌梗死
Option D: 妊娠糖尿病
Option E: 肥胖型糖尿病",E：肥胖型糖尿病
"Question: 对IGT不采用的干预措施为
Option A: 饮食调整
Option B: 体育锻炼
Option C: 应用阿卡波糖
Option D: 应用二甲双胍
Option E: 胰岛素强化治疗",E：胰岛素强化治疗
"Question: 下列关于糖尿病大血管病变的叙述,不正确的是
Option A: 是2型糖尿病患者的主要死亡原因
Option B: 内源性高胰岛素血症促进脂质合成,加速动脉粥样硬化形成
Option C: 胰岛素不足可减低脂质清除,加速动脉粥样硬化形成
Option D: 与血清低密度脂蛋白水平呈正相关
Option E: 引起糖尿病心肌病",E：引起糖尿病心肌病
"Question: 抢救糖尿病酮症酸中毒时,静脉应用胰岛素的剂量是
Option A: 0.1U/(kg・h)
Option B: 0.01U/(kg・h)
Option C: 0.5U/(kg・h)
Option D: 1U/(kg・h)
Option E: 0.1U/(kg・d)",A：0.1U/(kg・h)
"Question: 下列关于糖尿病酮症酸中毒的实验室检查结果的叙述,不正确的是
Option A: 血糖多数为16.7￣33.3mmol/L
Option B: 血酮体多数患者>4.81mmol/L
Option C: 尿糖和尿酮体均呈强阳性
Option D: 阴离子隙增大,与碳酸氢盐降低大致相等
Option E: 碱剩余负值减小",E：碱剩余负值减小
"Question: 胰岛素分泌缺陷表现为胰岛素的
Option A: 需要量增加
Option B: 早期时相增高,第二时相缺如或减弱
Option C: 生理效应低于预计正常水平
Option D: 早期时相和第二时相缺如或减弱
Option E: 早期时相缺如或减弱,第二时相高峰延迟","E：早期时相缺如或减弱,第二时相高峰延迟"
"Question: 肾功能不全的糖尿病患者适宜使用的磺脲类药物是
Option A: 甲苯磺丁脲
Option B: 格列喹酮
Option C: 格列吡嗪
Option D: 格列齐特
Option E: 格列本脲",B：格列喹酮
"Question: 痛风发生的最重要的生化基础是
Option A: 高尿酸血症
Option B: 尿酸减少
Option C: 尿酸增多
Option D: 尿素氮升高
Option E: 高脂血症",A：高尿酸血症
"Question: 1999年,世界卫生组织(WHO)正式公布了糖尿病病因学分型报告,下列关于该报告
的叙述,不正确的是
Option A: 取消营养不良相关糖尿病
Option B: 糖耐量减低作为一个亚型,不作为糖尿病发展过程中的一个阶段
Option C: 保留妊娠糖尿病
Option D: 保留I型和Ⅱ型糖尿病的名称,但用阿拉伯数字(1型和2型),不用罗马数字
Option E: 取消胰岛素依赖型糖尿病(IDDM)和非胰岛素依赖型糖尿病(NIDDM)的医学","B：糖耐量减低作为一个亚型,不作为糖尿病发展过程中的一个阶段"
"Question: 下列关于糖尿病的胰岛素治疗,叙述正确的是
Option A: 肥胖的糖尿病患者较适宜于胰岛素治疗
Option B: 脆性糖尿病患者在胰岛素治疗的基础上可加用甲苯磺丁脲
Option C: 清晨高血糖而半夜有饥饿感、出冷汗的糖尿病患者应增加胰岛素剂量
Option D: 因感染、发热而食欲缺乏的糖尿病患者应将胰岛素剂量加倍
Option E: 经一段时间的胰岛素治疗后,患者都可产生胰岛素抗体","E：经一段时间的胰岛素治疗后,患者都可产生胰岛素抗体"
"Question: IGT是指
Option A: 空腹血糖过高
Option B: 葡萄糖耐量减低
Option C: 妊娠糖尿病
Option D: 青年人中的成年发病型糖尿病
Option E: 线粒体 tRNALeu(UUR)基因突变糖尿病",B：葡萄糖耐量减低
"Question: 糖尿病酮症酸中毒时,早期过多补碱的主要危害是
Option A: 脑水肿
Option B: 低氯血症
Option C: 代谢性碱中毒
Option D: 低钙血症
Option E: 代谢性酸中毒",A：脑水肿
"Question: 糖尿病酸中毒患者,小剂量胰岛素滴注及大量生理盐水输液最常见的不良反应是
Option A: 低钠血症
Option B: 低血糖
Option C: 低钙血症
Option D: 脑水肿
Option E: 低钾血症",E：低钾血症
"Question: 下列叙述不符合胰岛素作用机制的是
Option A: 促进糖原的分解
Option B: 促进某些氨基酸进入肌细胞内
Option C: 促进脂肪和蛋白质的合成
Option D: 促进葡萄糖进入肌细胞和脂肪细胞内
Option E: 促进脂蛋白酯酶的生物合成和活性",A：促进糖原的分解
"Question: 下列疾病中,不会引起继发性糖尿病的是
Option A: 生长激素瘤
Option B: 甲状腺功能减退症(简称甲减)
Option C: 嗜铬细胞瘤
Option D: 皮质醇增多症
Option E: 急性重症胰腺炎",B：甲状腺功能减退症(简称甲减)
"Question: 磺脲类口服降糖药不适宜用于
Option A: 2型糖尿病对胰岛素不敏感者
Option B: 2型糖尿病患者已用胰岛素<30U/d
Option C: 2 型糖尿病对胰岛素抗药者
Option D: 2型糖尿病合并妊娠者
Option E: 2 型糖尿病基础治疗未达控制目标者",D：2型糖尿病合并妊娠者
"Question: 根据亚洲-太平洋地区2型糖尿病政策组提出的糖尿病控制目标(2002年,第3版),
说法正确的是
Option A: 理想的糖化血红蛋白应控制在7.5?.5%
Option B: 理想的空腹血浆葡萄糖应控制在4.4￣7.0mmol/L
Option C: 理想的血压应控制在小于135/85mmHg
Option D: 理想的 LDL-C应控制在小于3.5mmol/L
Option E: 理想的 HDL-C应控制在大于1.1mmol/L",E：理想的 HDL-C应控制在大于1.1mmol/L
"Question: 各国指南中指定的治疗血脂异常的最重要药物是
Option A: 他汀类药物
Option B: 烟酸类药物
Option C: 贝特类药物
Option D: 氯贝丁酯类药物
Option E: 胆酸螯合剂",A：他汀类药物
"Question: 胰岛素与受体结合后细胞内的特征性变化是
Option A: 环磷酸腺苷(cAMP)增加
Option B: 肌醇三磷酸(IP3)、甘油二酯(DAG)浓度升高
Option C: 热休克蛋白自激素结合区水解
Option D: cAMP 减少
Option E: 受体 B亚单位上酪氨酸磷酸化",E：受体 B亚单位上酪氨酸磷酸化
"Question: Somogyi 反应(低血糖后反应性高血糖)多见于
Option A: 继发性糖尿病
Option B: 潜伏性糖尿病
Option C: 化学性糖尿病
Option D: 非胰岛素依赖型糖尿病
Option E: 病情稳定的胰岛素依赖型糖尿病",E：病情稳定的胰岛素依赖型糖尿病
"Question: 与动脉粥样硬化密切相关的物质是
Option A: 醛固酮、脂蛋白及甘油三酯
Option B: 胆固醇、脂蛋白及醛固酮
Option C: 胆固醇、醛固酮及甘油三酯
Option D: 胆固醇、脂蛋白及甘油三酯
Option E: 肾上腺素、醛固酮及甘油三酯",D：胆固醇、脂蛋白及甘油三酯
"Question: 培戈洛酶具有降血尿酸和缩小痛风结节的作用,其最有效剂量为
Option A: 每周注射8mg
Option B: 每2周注射8mg
Option C: 每2周注射10mg
Option D: 每3周注射14mg
Option E: 每个月注射20mg",B：每2周注射8mg
"Question: 下列关于2型糖尿病的叙述,不正确的是
Option A: 可无明显“三多一少”症状
Option B: 可表现为餐后反应性低血糖
Option C: 餐后2小时血糖≥11.1mmol/L
Option D: 餐后血糖增高的同时空腹血糖也增高
Option E: 尿糖检查可出现阴性",D：餐后血糖增高的同时空腹血糖也增高
"Question: 双胍类药物常见的不良反应为
Option A: 乳酸性酸中毒
Option B: 低血糖
Option C: 消化道不良反应
Option D: 变应性皮疹
Option E: 肝功能障碍",C：消化道不良反应
"Question: 下列有关 HDL 的叙述,不正确的是
Option A: 促进胆固醇酯合成
Option B: 促进 CM和VLDL分解
Option C: 富含磷脂、载脂蛋白A(ApoA)、载脂蛋白C(ApoC)
Option D: 促进游离胆固醇沉积于动脉壁
Option E: 低 HDL-C 血症是心血管疾病的危险因素",D：促进游离胆固醇沉积于动脉壁
"Question: 糖尿病目前的主要死亡原因是
Option A: 肺结核感染
Option B: 化脓性感染
Option C: 酮症酸中毒
Option D: 高渗性昏迷
Option E: 心脑血管合并症",E：心脑血管合并症
"Question: 关于糖尿病的临床表现,下列叙述正确的是
Option A: 糖尿病患者都有多饮、多尿和多食症状
Option B: 糖尿病因烦渴多饮而引起多尿
Option C: 糖尿病的一些并发症表现可作为首发症状
Option D: 目前糖尿病的主要死亡原因是酮症酸中毒
Option E: 最常见的糖尿病神经病变是脑神经损害",C：糖尿病的一些并发症表现可作为首发症状
"Question: 若诊断临床型糖尿病,应选择的最适当检查是
Option A: 尿糖
Option B: 空腹血糖
Option C: 口服葡萄糖耐量试验
Option D: 空腹胰岛素测定
Option E: 以上均不是",B：空腹血糖
"Question: 初次注射胰岛素,最常见的全身反应是
Option A: 变应性休克
Option B: 低血糖反应
Option C: Somogyi 反应
Option D: 胰岛素抵抗
Option E: 局部脂肪营养不良",B：低血糖反应
"Question: 1型糖尿病最常见的神经病变是
Option A: 周围神经炎
Option B: 动眼神经麻痹
Option C: 坐骨神经痛
Option D: 下肢麻痹
Option E: 腕管综合征",A：周围神经炎
"Question: 痛风性关节炎早期的主要病理改变发生在
Option A: 软骨下骨组织
Option B: 关节软骨
Option C: 关节滑膜
Option D: 关节周围肌腱韧带
Option E: 关节周围皮下软组织",C：关节滑膜
"Question: 关于2型糖尿病的特点,下列说法正确的是
Option A: 胰岛功能正常
Option B: 患者须使用胰岛素维持血糖代谢
Option C: 常以慢性并发症为首发症状
Option D: 中老年患者多见,不发生酮症
Option E: 血清中GADA、ICA 往往阳性",C：常以慢性并发症为首发症状
"Question: 出现糖尿病肾病肾功能不全时,应选择的治疗方案为
Option A: 饮食控制+运动
Option B: 低盐低脂糖尿病饮食+格列喹酮
Option C: 单纯饮食控制
Option D: 优质低蛋白糖尿病饮食+胰岛素
Option E: 低盐低脂糖尿病饮食+二甲双胍",D：优质低蛋白糖尿病饮食+胰岛素
"Question: 不属于糖尿病性自主神经病变的是
Option A: 直立性低血压
Option B: 腹泻、便秘
Option C: 尿潴留
Option D: 肢体麻木、感觉过敏
Option E: 多汗",D：肢体麻木、感觉过敏
"Question: 对胰岛素瘤的诊断具有决定意义的是
Option A: 低血糖症状
Option B: 供糖后症状迅速消失
Option C: 常于空腹时发作
Option D: 空腹胰岛素升高
Option E: 胰岛素/血糖比值升高",E：胰岛素/血糖比值升高
"Question: 关于2型糖尿病的临床表现,下列叙述不正确的是
Option A: 有“三多一少”症状的糖尿病患者血糖一般已经明显升高
Option B: 2型糖尿病发现时可以无症状
Option C: 初诊以昏迷为首发表现的糖尿病肯定不是2型糖尿病
Option D: 2 型糖尿病早期可以有低血糖表现
Option E: 2 型糖尿病可因皮肤外阴瘙痒、视物模糊、伤口不易愈合、手足麻木等症状首诊",C：初诊以昏迷为首发表现的糖尿病肯定不是2型糖尿病
"Question: 与低血糖临床表现的严重程度无关的是
Option A: 年龄
Option B: 低血糖发生的时间
Option C: 低血糖的程度
Option D: 机体对低血糖的反应
Option E: 低血糖发生的速度和持续时间",B：低血糖发生的时间
"Question: 胰岛素瘤来源于胰腺的
Option A: A 细胞
Option B: B细胞
Option C: C 细胞
Option D: D细胞
Option E: F 细胞",B：B细胞
"Question: 下列有关皮质醇生理作用的叙述,不正确的是
Option A: 促进糖异生作用
Option B: 促进蛋白质分解
Option C: 促进脂肪合成
Option D: 有抗利尿作用
Option E: 有抗炎、抗过敏作用",C：促进脂肪合成
"Question: 高尿酸血症和痛风是常染色体多基因显性遗传病,在()区存在高尿酸血症或痛
风的易患基因
Option A: 染色体3q21
Option B: 染色体 4q25
Option C: 染色体1q21
Option D: 染色体 16p22
Option E: 染色体 3q34",B：染色体 4q25
"Question: 糖尿病的诊断标准是典型糖尿病症状加上1次随机血糖
Option A: ≥7.1mmol/L
Option B: ≥9.1mmol/L
Option C: ≥10.1mmol/L
Option D: ≥11.1mmol/L
Option E: ≥20mmol/L",D：≥11.1mmol/L
"Question: 对可疑糖尿病患者,下列检查最有助于确诊的是
Option A: 证实尿糖确为葡萄糖
Option B: 饭后血糖8.9mmol/L
Option C: 空腹时血浆胰岛素水平偏低
Option D: 葡萄糖耐量试验呈耐量减低
Option E: 复查空腹血糖6.9mmol/L",D：葡萄糖耐量试验呈耐量减低
"Question: 不易发生糖尿病状态的患者为
Option A: 慢性胰腺炎
Option B: 胰腺癌
Option C: 肢端肥大症
Option D: 艾迪生(Addison)病
Option E: 甲状腺功能亢进症",D：艾迪生(Addison)病
"Question: 长链脂肪酸在血浆中被运输的主要形式是
Option A: 与球蛋白结合
Option B: 参与组成 CM
Option C: 与清蛋白结合
Option D: 参与组成 VLDL
Option E: 参与组成 HDL",C：与清蛋白结合
"Question: 关于WHO推荐的OGTT评价标准,下列叙述正确的是
Option A: 空腹血糖>7.8mmol/L不必行此试验诊断糖尿病
Option B: 含75g葡萄糖液体积在200￣300ml 范围内
Option C: 至少空腹4小时方能进行试验
Option D: 儿童和成人使用相同重量的葡萄糖进行试验
Option E: 试验前2天应严格限制碳水化合物摄入量",B：含75g葡萄糖液体积在200￣300ml 范围内
"Question: 禁食15小时,空腹血糖在()者,可确诊为胰岛素瘤
Option A: 3.8mmol/L 以下
Option B: 3.5mmol/L以下
Option C: 3.0mmol/L 以下
Option D: 2.78mmol/L 以下
Option E: 2.5mmol/L 以下",D：2.78mmol/L 以下
"Question: 判断糖尿病治疗效果的指标不包括
Option A: 餐后血糖
Option B: 空腹血糖
Option C: 糖化血清蛋白
Option D: 糖化血红蛋白
Option E: IA-2、谷氨酸脱羧酶65(GAD65)",E：IA-2、谷氨酸脱羧酶65(GAD65)
"Question: 下列关于糖化血红蛋白的叙述,不正确的是
Option A: 可以了解取血前2￣3个月平均血糖控制情况
Option B: 是目前判断糖尿病血糖控制水平的较好的指标之一
Option C: 其量与血糖浓度成正相关
Option D: 是葡萄糖与血红蛋白β链-N 端非酶糖化而成,是可逆反应
Option E: 糖化血红蛋白正常值为8?0%","D：是葡萄糖与血红蛋白β链-N 端非酶糖化而成,是可逆反应"
"Question: 理想体重的计算
Option A: 理想体重(kg)=身高(cm)-100
Option B: 理想体重(kg)=身高(cm)-105
Option C: 理想体重(kg)=身高(cm)-110
Option D: 理想体重(kg)=身高(cm)-115
Option E: 理想体重(kg)=身高(cm)-120",B：理想体重(kg)=身高(cm)-105
"Question: 以下关于高脂蛋白血症的说法,正确的是
Option A: I型高脂蛋白血症在临床上较为常见
Option B: Ⅱa型高脂蛋白血症在临床上罕见
Option C: Ⅱb型高脂蛋白血症在临床上相当常见
Option D: Ⅲ型高脂蛋白血症在临床上最常见
Option E: V型高脂蛋白血症以TC升高为主",C：Ⅱb型高脂蛋白血症在临床上相当常见
"Question: 下列关于口服降血糖药物的临床应用,叙述正确的是
Option A: 糖尿病合并严重感染时,宜增加口服降血糖药物的剂量
Option B: 脆性糖尿病宜用磺脲类和双胍类联合治疗
Option C: 磺胺类药物可延长双胍类药物的生物半衰期,增加低血糖反应
Option D: 磺脲类药物可能诱发乳酸性酸中毒
Option E: 肥胖型非胰岛素依赖型糖尿病饮食治疗控制不佳时,宜加用双胍类药物","E：肥胖型非胰岛素依赖型糖尿病饮食治疗控制不佳时,宜加用双胍类药物"
"Question: 胰岛B细胞分泌的是
Option A: 胰高血糖素
Option B: 胰岛素
Option C: 促胃液素
Option D: 胰多肽
Option E: 醛固酮",B：胰岛素
"Question: 不符合糖尿病非酮症高渗性昏迷特点的是
Option A: 多见于青少年
Option B: 无糖尿病史或轻型患者
Option C: 死亡率较高
Option D: 有高血糖、高钠血症及高血浆渗透压
Option E: 神经精神症状较突出",A：多见于青少年
"Question: 病程10年以上的1型糖尿病患者的主要死亡原因是
Option A: 糖尿病酮症酸中毒
Option B: 非酮症高渗性昏迷
Option C: 脑血管意外
Option D: 糖尿病肾病肾衰竭
Option E: 心血管事件",D：糖尿病肾病肾衰竭
"Question: 下列疾病中属于器官特异性自身免疫病的是
Option A: 2 型糖尿病
Option B: 冠状动脉粥样硬化性心脏病(简称冠心病)
Option C: 高血压
Option D: 重症肌无力
Option E: 1型糖尿病",E：1型糖尿病
"Question: 抢救糖尿病酮症酸中毒应用碳酸氢盐的指征为
Option A: 出现低钾血症
Option B: 常规应用
Option C: 合并严重感染
Option D: 出现心律失常
Option E: 休克或者昏迷或严重酸中毒(pH<7.0)",E：休克或者昏迷或严重酸中毒(pH<7.0)
"Question: 2型糖尿病“理想”的目标血浆葡萄糖值(mmol/L)在空腹与非空腹时分别为
Option A: 4.4￣7.0,4.4￣10.0
Option B: 6.0￣7.0,8.0￣10.0
Option C: 4.0￣8.0,7.0￣10.0
Option D: 4.4￣6.2,6.2￣8.0
Option E: 6.0￣8.0,8.0￣10.0","A：4.4￣7.0,4.4￣10.0"
"Question: 1型糖尿病的主要特点是
Option A: 多见于40岁以上的成年人
Option B: 以糖尿病酮症酸中毒就诊
Option C: 早期常不需要胰岛素治疗
Option D: 与免疫介导的胰岛B细胞增生有关
Option E: 多数患者表现为胰岛素抵抗",B：以糖尿病酮症酸中毒就诊
"Question: 痛风属于()代谢异常疾病
Option A: 糖
Option B: 蛋白质
Option C: 脂肪
Option D: 嘌呤
Option E: 核糖",D：嘌呤
"Question: 1型糖尿病患者若无其他伴随疾病,胰岛素需要剂量一般为
Option A: 0.1￣0.5U/(kg・d)
Option B: 0.5￣1.0U/(kg・d)
Option C: 1.0￣1.5U/(kg・d)
Option D: 1.5￣2.0U/(kg・d)
Option E: 2.0￣2.5U/(kg・d)",B：0.5￣1.0U/(kg・d)
"Question: 下列关于糖尿病非酮症高渗性昏迷的治疗措施,叙述不正确的是
Option A: 发生休克者宜首先输入生理盐水或胶体溶液,迅速纠正休克
Option B: 立即输注碳酸氢钠
Option C: 应用小剂量胰岛素治疗
Option D: 血糖下降13.9mmol/L左右开始输入钾盐
Option E: 无休克或休克已纠正,输入0.45??水至渗透压降压至330mmol/L为止",B：立即输注碳酸氢钠
"Question: 原发性痛风临床自然病程可分为4个阶段,包括
Option A: 无症状期
Option B: 急性痛风性关节炎期
Option C: 间歇期
Option D: 慢性痛风性关节炎期
Option E: 以上均是",E：以上均是
"Question: 秋水仙碱治疗痛风性关节炎的机制是
Option A: 抑制近端肾小管对尿酸盐的重吸收,增加尿酸的排泄
Option B: 抑制环氧合酶活性
Option C: 抑制局部组织的中性粒细胞、单核细胞释放炎症因子
Option D: 抑制黄嘌呤氧化酶,减少尿酸的生成
Option E: 减少尿酸盐结晶的形成",C：抑制局部组织的中性粒细胞、单核细胞释放炎症因子
"Question: 糖尿病自然进程中的临床分期为
Option A: 2 型→1 型
Option B: 胰岛素抵抗→胰岛素分泌缺陷
Option C: IGT→IFG→糖尿病
Option D: 正常血糖→IGT/IFG→高血糖
Option E: 正常葡萄糖耐量→IGT/IFG→糖尿病",E：正常葡萄糖耐量→IGT/IFG→糖尿病
"Question: 与1型糖尿病发病无关的是
Option A: 胰岛素抵抗
Option B: 环境因素
Option C: 遗传因素
Option D: 牛乳喂养
Option E: 年龄",A：胰岛素抵抗
